,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
5988,2020.0,33040,1,0,0,4.0,0.0,24000.0,24000.0,5.0,2.0,64.0,2.0,8.0,"1,2,6",1,"8,5,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,33040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989,2020.0,33040,1,0,0,2.0,0.0,27200.0,27200.0,4.0,1.0,37.0,2.0,8.0,"1,2,6,8",1,"5,2",3,1.0,1.0,,,,1.0,,1.0,,,,,,,,,33040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5990,2020.0,25030,1,0,0,2.0,0.0,30000.0,30000.0,4.0,2.0,35.0,2.0,8.0,"1,2,6,9",1,"4,11,2",1,1.0,1.0,,,,1.0,,,1.0,,,,,,,,25030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5991,2020.0,34370,1,0,0,1.0,,40200.0,40200.0,4.0,1.0,53.0,3.0,8.0,"1,2,3",1,"2,1,9",,1.0,1.0,1.0,,,,,,,,,,,,,,34370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5992,2020.0,34020,1,0,0,3.0,0.0,36000.0,36000.0,4.0,1.0,48.0,3.0,8.0,"1,2,3,4",1,"4,1,5",3,1.0,1.0,1.0,1.0,,,,,,,,,,,,,34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5993,2020.0,34060,1,0,0,2.0,0.0,60000.0,30000.0,4.0,2.0,34.0,3.0,8.0,"1,2,8",1,"2,5,4",3,1.0,1.0,,,,,,1.0,,,,,,,,,34060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5994,2020.0,34020,1,0,0,3.0,1.0,62499.0,20833.0,5.0,2.0,38.0,4.0,8.0,"1,2",1,"14,1,4",1,1.0,1.0,,,,,,,,,,,,,,,34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5995,2020.0,34020,1,0,0,3.0,1.0,72000.0,24000.0,4.0,2.0,34.0,5.0,8.0,"1,2,16",1,"1,4,14",1,1.0,1.0,,,,,,,,,,,,,1.0,,34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5996,2020.0,35330,1,0,0,2.0,0.0,107000.0,53500.0,4.0,2.0,35.0,6.0,8.0,"1,2,6",1,"11,2,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,35330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5997,2020.0,"34360,34360",2,1,12,4.0,1.0,210000.0,82500.0,4.0,1.0,35.0,6.0,8.0,"1,2,6",1,"6,8,5",1,1.0,1.0,,,,1.0,,,,,,,,,,,34360,34360,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
5998,2020.0,37020,1,0,0,2.0,0.0,190000.0,95000.0,4.0,2.0,25.0,7.0,8.0,"1,2,4,6","10,2","1,2,14",3,1.0,1.0,,1.0,,1.0,,,,,,,,,,,37020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5999,2020.0,34030,1,1,3,4.0,0.0,583000.0,145750.0,5.0,1.0,24.0,8.0,8.0,"1,6",1,"1,14",3,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
6000,2020.0,34080,1,1,2,2.0,0.0,325000.0,162500.0,5.0,1.0,28.0,8.0,8.0,"1,16",1,"1,2,5",3,1.0,,,,,,,,,,,,,,1.0,,34080,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
6001,2020.0,"35050,35050",2,1,2,2.0,0.0,347000.0,185000.0,5.0,2.0,29.0,8.0,8.0,"1,2,4,6",1,"5,6,1",3,1.0,1.0,,1.0,,1.0,,,,,,,,,,,35050,35050,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
6002,2020.0,34020,1,0,0,2.0,0.0,132000.0,66000.0,5.0,1.0,49.0,8.0,8.0,"1,2,6",1,"8,4",1,1.0,1.0,,,,1.0,,,,,,,,,,,34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003,2020.0,25030,1,0,0,2.0,0.0,50000.0,25000.0,4.0,1.0,25.0,11.0,8.0,"2,5",1,"2,3,5",3,,1.0,,,1.0,,,,,,,,,,,,25030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6004,2020.0,"35050,35350,25030",3,"1,0",4,2.0,0.0,310000.0,155000.0,4.0,2.0,55.0,11.0,8.0,"1,2,6,16",1,"3,2,1",1,1.0,1.0,,,,1.0,,,,,,,,,1.0,,35050,35350,25030,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,
6005,2020.0,"34050,34050",2,0,0,2.0,0.0,100000.0,50000.0,4.0,2.0,25.0,9.0,8.0,"1,2,4",1,"1,2,14",3,1.0,1.0,,1.0,,,,,,,,,,,,,34050,34050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6006,2020.0,34010,1,0,0,2.0,0.0,100000.0,50000.0,4.0,1.0,31.0,9.0,8.0,"2,4",1,"2,14",3,,1.0,,1.0,,,,,,,,,,,,,34010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007,2020.0,34010,1,0,0,2.0,0.0,105000.0,77500.0,4.0,2.0,57.0,10.0,8.0,"2,8",1,"4,7,3",1,,1.0,,,,,,1.0,,,,,,,,,34010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,2020.0,34030,1,0,0,4.0,1.0,278000.0,69500.0,4.0,1.0,46.0,11.0,8.0,"1,2,6",1,"5,8,1",1,1.0,1.0,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6009,2020.0,"34020,34020",2,0,0,4.0,0.0,128000.0,32000.0,4.0,2.0,25.0,12.0,8.0,"1,2",1,"14,1,3",3,1.0,1.0,,,,,,,,,,,,,,,34020,34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6010,2020.0,33020,1,0,0,4.0,0.0,263000.0,65750.0,4.0,1.0,35.0,12.0,8.0,"1,2,6",1,"2,1,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,33020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6011,2020.0,32020,1,0,0,4.0,0.0,138000.0,34500.0,5.0,1.0,52.0,12.0,8.0,1,1,"1,14,2",3,1.0,,,,,,,,,,,,,,,,32020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6012,2020.0,"34040,34040",2,0,0,3.0,0.0,105999.0,79333.0,5.0,1.0,51.0,12.0,8.0,"1,4,5",1,"2,4,14",4,1.0,,,1.0,1.0,,,,,,,,,,,,34040,34040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,2020.0,"35020,35020",2,1,2,2.0,0.0,437000.0,293500.0,5.0,1.0,32.0,12.0,8.0,"1,2,6",1,"1,4,14",3,1.0,1.0,,,,1.0,,,,,,,,,,,35020,35020,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
6014,2020.0,"32340,35010,35010,25020",4,"2,2","1,1,1",4.0,2.0,565000.0,141250.0,4.0,1.0,48.0,1.0,8.0,"2,12,15",1,"5,10,13",1,,1.0,,,,,,,,,,1.0,,1.0,,,32340,35010,35010,25020,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
6015,2020.0,"11230,25020",2,"0,0",,2.0,0.0,115000.0,71000.0,4.0,2.0,47.0,1.0,8.0,"2,9","5,6","8,2,4",3,,1.0,,,,,,,1.0,,,,,,,,11230,25020,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
6016,2020.0,"37020,37020",2,1,8,2.0,0.0,344000.0,172000.0,5.0,1.0,34.0,2.0,8.0,"1,2,4,15",1,"5,1,2",3,1.0,1.0,,1.0,,,,,,,,,,1.0,,,37020,37020,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
6017,2020.0,25040,1,0,0,2.0,0.0,47000.0,23500.0,5.0,2.0,34.0,2.0,8.0,"1,2",1,"2,1,14",3,1.0,1.0,,,,,,,,,,,,,,,25040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6018,2020.0,25030,1,0,0,3.0,0.0,286100.0,286100.0,4.0,2.0,48.0,4.0,8.0,"2,8",1,"4,2,7",3,,1.0,,,,,,1.0,,,,,,,,,25030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,2020.0,32040,1,0,0,4.0,0.0,140000.0,140000.0,4.0,2.0,32.0,4.0,8.0,"1,2",1,"2,14,5",3,1.0,1.0,,,,,,,,,,,,,,,32040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6020,2020.0,33370,1,0,0,3.0,0.0,78500.0,78500.0,4.0,1.0,48.0,4.0,8.0,"1,2",1,"5,14,2",1,1.0,1.0,,,,,,,,,,,,,,,33370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,2020.0,35010,1,0,0,3.0,0.0,75000.0,75000.0,4.0,2.0,62.0,4.0,8.0,1,1,"5,14,4",2,1.0,,,,,,,,,,,,,,,,35010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6022,2020.0,32030,1,0,0,2.0,0.0,125000.0,125000.0,4.0,2.0,29.0,5.0,8.0,"1,2",1,"2,8,5",3,1.0,1.0,,,,,,,,,,,,,,,32030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,2020.0,34380,1,0,0,4.0,1.0,103000.0,103000.0,4.0,2.0,45.0,5.0,8.0,"1,2,6",1,"1,4,2",1,1.0,1.0,,,,1.0,,,,,,,,,,,34380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,2020.0,34330,1,0,0,3.0,1.0,105000.0,35000.0,4.0,1.0,35.0,6.0,8.0,"1,2,4,6,12",1,"13,1,2",1,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,,34330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6025,2020.0,"39020,39010,39010",3,2,"4,4",3.0,0.0,1695006.0,565002.0,4.0,2.0,25.0,6.0,8.0,"1,2,4,5,6,7,8,9,15","8,3","2,5,1",1,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,39020,39010,39010,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,
6026,2020.0,"36360,36360,33040",3,"1,0",4,4.0,2.0,450000.0,112500.0,5.0,1.0,38.0,6.0,8.0,"1,2,4,6,8,15",1,"1,2,5",1,1.0,1.0,,1.0,,1.0,,1.0,,,,,,1.0,,,36360,36360,33040,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,
6027,2020.0,35010,1,0,0,2.0,0.0,101000.0,50500.0,4.0,2.0,26.0,7.0,8.0,"2,6",1,"14,4",3,,1.0,,,,1.0,,,,,,,,,,,35010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6028,2020.0,"33380,33380",2,1,12,3.0,1.0,102000.0,51000.0,4.0,2.0,32.0,7.0,8.0,"1,2,6",1,"2,4,11",1,1.0,1.0,,,,1.0,,,,,,,,,,,33380,33380,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
6029,2020.0,34340,1,0,0,2.0,0.0,100000.0,50000.0,4.0,2.0,63.0,7.0,8.0,"2,6",1,"4,8,2",1,,1.0,,,,1.0,,,,,,,,,,,34340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6030,2020.0,25030,1,0,0,2.0,0.0,50000.0,25000.0,4.0,1.0,35.0,7.0,8.0,2,1,14,1,,1.0,,,,,,,,,,,,,,,25030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031,2020.0,34080,1,0,0,4.0,2.0,240000.0,60000.0,4.0,2.0,44.0,8.0,8.0,"1,2,6,8",1,"2,8,3",1,1.0,1.0,,,,1.0,,1.0,,,,,,,,,34080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6032,2020.0,34380,1,1,4,3.0,1.0,317001.0,105667.0,5.0,2.0,38.0,8.0,8.0,"1,2,6,8",1,"12,1,6",1,1.0,1.0,,,,1.0,,1.0,,,,,,,,,34380,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
6033,2020.0,"33040,35380,35380,35030",4,"0,2","4,4",3.0,1.0,848001.0,282667.0,4.0,1.0,35.0,8.0,8.0,"1,2,4,6,8,9,15,16",1,"2,1,12",1,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,,33040,35380,35380,35030,,,,,,,,,,,,,,0.0,4.0,4.0,,,,,,,,,,,
6034,2020.0,33380,1,1,6,2.0,0.0,188000.0,94000.0,4.0,1.0,21.0,8.0,8.0,"1,2,6",1,"2,3,12",3,1.0,1.0,,,,1.0,,,,,,,,,,,33380,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,
6035,2020.0,"34340,34330",2,0,0,3.0,1.0,86000.0,60000.0,4.0,2.0,46.0,9.0,8.0,"1,2,6",1,"1,2,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,34340,34330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6036,2020.0,25030,1,0,0,2.0,0.0,50500.0,40500.0,3.0,1.0,33.0,9.0,8.0,"1,5,15",1,"14,11",4,1.0,,,,1.0,,,,,,,,,1.0,,,25030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,2020.0,"33030,25010",2,"1,0",12,4.0,0.0,410000.0,177500.0,4.0,1.0,56.0,10.0,8.0,"1,3,6",1,"6,12,5",1,1.0,,1.0,,,1.0,,,,,,,,,,,33030,25010,,,,,,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,
6038,2020.0,"21090,21010,21060",3,2,"4,10",3.0,1.0,1584998.0,609166.0,5.0,2.0,33.0,10.0,8.0,"1,2,3,4,7",1,"6,14,2",1,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,21090,21010,21060,,,,,,,,,,,,,,,4.0,10.0,,,,,,,,,,,,
6039,2020.0,34030,1,0,0,4.0,1.0,402000.0,100500.0,5.0,1.0,18.0,10.0,8.0,"1,2,6",1,"8,5",1,1.0,1.0,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6040,2020.0,"35310,35310",2,1,2,4.0,2.0,200000.0,75000.0,4.0,2.0,36.0,11.0,8.0,"1,6",1,"2,8,4",1,1.0,,,,,1.0,,,,,,,,,,,35310,35310,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
6041,2020.0,"37030,37030,37030",3,2,"12,12",2.0,0.0,140000.0,70000.0,4.0,2.0,72.0,11.0,8.0,1,1,"2,3,6",1,1.0,,,,,,,,,,,,,,,,37030,37030,37030,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,,,
6042,2020.0,34020,1,0,0,4.0,1.0,80000.0,20000.0,4.0,1.0,25.0,11.0,8.0,"1,6",1,"2,8",1,1.0,,,,,1.0,,,,,,,,,,,34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6043,2020.0,"38050,38050,35330",3,2,"2,2",2.0,0.0,350000.0,175000.0,4.0,1.0,37.0,11.0,8.0,"1,6",1,"5,4,2",3,1.0,,,,,1.0,,,,,,,,,,,38050,38050,35330,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,
6044,2020.0,25050,1,0,0,2.0,0.0,60000.0,30000.0,4.0,1.0,45.0,11.0,8.0,1,1,11,1,1.0,,,,,,,,,,,,,,,,25050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6045,2020.0,"34020,34020",2,1,2,2.0,0.0,170000.0,85000.0,4.0,2.0,45.0,11.0,8.0,1,1,"4,2,3",3,1.0,,,,,,,,,,,,,,,,34020,34020,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
6046,2020.0,"33030,33030",2,1,2,2.0,0.0,200000.0,100000.0,4.0,1.0,52.0,11.0,8.0,6,1,"4,8,11",1,,,,,,1.0,,,,,,,,,,,33030,33030,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
6047,2020.0,34330,1,0,0,2.0,0.0,80000.0,40000.0,4.0,2.0,52.0,11.0,8.0,1,1,"3,4,2",1,1.0,,,,,,,,,,,,,,,,34330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6048,2020.0,"34020,35370,35370",3,"0,0",,4.0,0.0,113000.0,28250.0,4.0,2.0,46.0,12.0,8.0,"1,2,4,6",1,"2,1",1,1.0,1.0,,1.0,,1.0,,,,,,,,,,,34020,35370,35370,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
6049,2020.0,"39010,39010,39020,39020,39010,39010,39020,39010,39020,39020",10,3,"1,1,1",3.0,0.0,1202004.0,400668.0,5.0,2.0,34.0,12.0,8.0,"1,2,5,9","3,8","1,2",3,1.0,1.0,,,1.0,,,,1.0,,,,,,,,39010,39010,39020,39020,39010,39010,39020,39010,39020,39020,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
6050,2020.0,"25040,25040",2,0,0,3.0,0.0,110001.0,36667.0,5.0,1.0,25.0,12.0,8.0,"2,17",1,"8,2,14",3,,1.0,,,,,,,,,,,,,,1.0,25040,25040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6051,2020.0,"34310,34060",2,"0,0",,4.0,2.0,46000.0,12500.0,4.0,1.0,37.0,12.0,8.0,"1,2",1,"4,2,14",1,1.0,1.0,,,,,,,,,,,,,,,34310,34060,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
6052,2020.0,"25020,25020,35010,35020,35020,35020",6,"0,1",8,4.0,1.0,245000.0,61250.0,4.0,2.0,45.0,12.0,8.0,"2,6,16",1,"11,3,14",1,,1.0,,,,1.0,,,,,,,,,1.0,,25020,25020,35010,35020,35020,35020,,,,,,,,,,,,0.0,8.0,,,,,,,,,,,,
6053,2020.0,34030,1,0,0,6.0,0.0,289998.0,48333.0,4.0,2.0,63.0,1.0,8.0,"1,2",1,"4,1,8",3,1.0,1.0,,,,,,,,,,,,,,,34030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6054,2020.0,"34030,34380",2,"0,1",1,4.0,0.0,545000.0,136250.0,4.0,1.0,74.0,1.0,8.0,"1,6",1,"3,1,8",3,1.0,,,,,1.0,,,,,,,,,,,34030,34380,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,
6055,2020.0,"34030,31010",2,"0,1",12,4.0,2.0,200000.0,50000.0,4.0,1.0,47.0,1.0,8.0,"2,6",1,"4,2,8",1,,1.0,,,,1.0,,,,,,,,,,,34030,31010,,,,,,,,,,,,,,,,0.0,12.0,,,,,,,,,,,,
6056,2020.0,"31060,25030",2,"0,1",12,2.0,0.0,515000.0,257500.0,4.0,2.0,34.0,1.0,8.0,8,1,"2,7,4",1,,,,,,,,1.0,,,,,,,,,31060,25030,,,,,,,,,,,,,,,,0.0,12.0,,,,,,,,,,,,
6057,2020.0,"32060,31060",2,"2,1","1,12",4.0,2.0,620000.0,155000.0,4.0,2.0,43.0,1.0,8.0,"1,6",1,"1,5,2",1,1.0,,,,,1.0,,,,,,,,,,,32060,31060,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
6058,2020.0,33340,1,1,12,4.0,2.0,300000.0,75000.0,4.0,2.0,25.0,1.0,8.0,"1,6",1,"1,2,5",1,1.0,,,,,1.0,,,,,,,,,,,33340,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,
6059,2020.0,33360,1,0,0,4.0,1.0,155000.0,42500.0,4.0,2.0,46.0,2.0,8.0,"1,2,3",1,"14,3,4",1,1.0,1.0,1.0,,,,,,,,,,,,,,33360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060,2020.0,34020,1,0,0,10.0,0.0,63000.0,63000.0,4.0,2.0,23.0,2.0,8.0,"2,3,6",1,"14,3,1",3,,1.0,1.0,,,1.0,,,,,,,,,,,34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6061,2020.0,"34050,25040",2,"0,0",,3.0,1.0,136998.0,45666.0,4.0,2.0,35.0,2.0,8.0,"1,2,11",1,"11,1,8",1,1.0,1.0,,,,,,,,,1.0,,,,,,34050,25040,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
6062,2020.0,34030,1,0,0,4.0,0.0,82000.0,67000.0,4.0,1.0,17.0,3.0,8.0,"1,2","6,10","2,1,11",3,1.0,1.0,,,,,,,,,,,,,,,34030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6063,2020.0,"39010,39020,39010",3,2,"3,3",2.0,0.0,1080000.0,540000.0,4.0,2.0,60.0,4.0,8.0,"1,2,6","3,8","1,2,14",1,1.0,1.0,,,,1.0,,,,,,,,,,,39010,39020,39010,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,
6064,2020.0,35370,1,0,0,5.0,0.0,76000.0,76000.0,4.0,2.0,33.0,5.0,8.0,1,1,"2,5,4",3,1.0,,,,,,,,,,,,,,,,35370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065,2020.0,25030,1,0,0,2.0,0.0,50000.0,25000.0,4.0,2.0,28.0,6.0,8.0,"1,2",1,"12,3,14",3,1.0,1.0,,,,,,,,,,,,,,,25030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6066,2020.0,"21090,22010",2,1,3,4.0,1.0,530000.0,132500.0,4.0,2.0,44.0,6.0,8.0,"2,3,7",1,"11,12,14",1,,1.0,1.0,,,,1.0,,,,,,,,,,21090,22010,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
6067,2020.0,34030,1,0,0,2.0,0.0,100000.0,95000.0,4.0,1.0,36.0,6.0,8.0,"1,2",1,"14,8",1,1.0,1.0,,,,,,,,,,,,,,,34030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6068,2020.0,35010,1,0,0,4.0,2.0,170000.0,42500.0,4.0,1.0,45.0,7.0,8.0,"1,6,15",1,"5,14,2",1,1.0,,,,,1.0,,,,,,,,1.0,,,35010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6069,2020.0,39020,1,2,4,3.0,1.0,1580005.0,548335.0,4.0,1.0,36.0,7.0,8.0,"1,6,15","3,8","2,1,8",1,1.0,,,,,1.0,,,,,,,,1.0,,,39020,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,
6070,2020.0,21090,1,1,1,4.0,2.0,850000.0,212500.0,4.0,2.0,46.0,7.0,8.0,"2,6,15",1,"1,12,8",1,,1.0,,,,1.0,,,,,,,,1.0,,,21090,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
6071,2020.0,32030,1,1,1,2.0,0.0,440000.0,220000.0,4.0,2.0,34.0,7.0,8.0,"1,6,15",1,"1,5,2",1,1.0,,,,,1.0,,,,,,,,1.0,,,32030,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
6072,2020.0,36030,1,1,3,2.0,0.0,295000.0,147500.0,4.0,1.0,37.0,7.0,8.0,"1,6,15",1,"1,6,2",3,1.0,,,,,1.0,,,,,,,,1.0,,,36030,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
6073,2020.0,34050,1,0,0,3.0,1.0,80001.0,26667.0,4.0,1.0,37.0,8.0,8.0,"1,2",1,"8,2",1,1.0,1.0,,,,,,,,,,,,,,,34050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6074,2020.0,33320,1,0,0,3.0,0.0,52002.0,17334.0,4.0,1.0,26.0,8.0,8.0,"1,2,6",1,"14,1",3,1.0,1.0,,,,1.0,,,,,,,,,,,33320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6075,2020.0,25040,1,0,0,2.0,0.0,27000.0,13500.0,4.0,2.0,46.0,8.0,8.0,1,1,"14,4",1,1.0,,,,,,,,,,,,,,,,25040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6076,2020.0,"32330,32330,32330",3,1,10,3.0,0.0,600000.0,200000.0,4.0,1.0,25.0,9.0,8.0,"1,2,6",1,"2,1,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,32330,32330,32330,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
6077,2020.0,"33380,33020",2,1,4,2.0,0.0,500000.0,250000.0,5.0,2.0,35.0,9.0,8.0,"2,6,7",1,"2,6,1",3,,1.0,,,,1.0,1.0,,,,,,,,,,33380,33020,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
6078,2020.0,33040,1,0,0,4.0,0.0,300000.0,300000.0,4.0,1.0,47.0,9.0,8.0,3,1,"4,11,14",3,,,1.0,,,,,,,,,,,,,,33040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6079,2020.0,"21140,21090,21040,21090,21310,21010",6,2,"4,4",4.0,2.0,1480000.0,370000.0,5.0,1.0,26.0,10.0,8.0,"1,6,15",1,"2,11,5",1,1.0,,,,,1.0,,,,,,,,1.0,,,21140,21090,21040,21090,21310,21010,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,
6080,2020.0,"31060,32030,32030,32030",4,"2,1","12,1",2.0,0.0,590000.0,295000.0,5.0,2.0,33.0,10.0,8.0,"1,6,15",1,"1,2,5",3,1.0,,,,,1.0,,,,,,,,1.0,,,31060,32030,32030,32030,,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,
6081,2020.0,"25040,37020,37020,37020,37020",5,"2,1","12,1",4.0,2.0,510000.0,127500.0,5.0,2.0,46.0,10.0,8.0,"1,4,15",1,"2,14,13",1,1.0,,,1.0,,,,,,,,,,1.0,,,25040,37020,37020,37020,37020,,,,,,,,,,,,,12.0,12.0,12.0,,,,,,,,,,,
6082,2020.0,"34350,34350",2,1,2,2.0,0.0,200000.0,100000.0,3.0,2.0,52.0,11.0,8.0,6,1,"8,3,4",1,,,,,,1.0,,,,,,,,,,,34350,34350,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
6083,2020.0,"34060,34060",2,1,10,2.0,0.0,200000.0,100000.0,4.0,1.0,36.0,11.0,8.0,1,1,"2,3",1,1.0,,,,,,,,,,,,,,,,34060,34060,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
6084,2020.0,"35010,35010",2,0,0,3.0,2.0,149997.0,49999.0,4.0,2.0,37.0,11.0,8.0,"2,6",1,"8,3",1,,1.0,,,,1.0,,,,,,,,,,,35010,35010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6085,2020.0,"38050,38050",2,0,0,3.0,1.0,200001.0,66667.0,4.0,2.0,32.0,11.0,8.0,"1,6",1,"3,14,1",1,1.0,,,,,1.0,,,,,,,,,,,38050,38050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6086,2020.0,34020,1,0,0,3.0,0.0,80002.0,28334.0,4.0,1.0,55.0,11.0,8.0,"1,6",1,"4,1",1,1.0,,,,,1.0,,,,,,,,,,,34020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6087,2020.0,"36010,36010",2,1,2,2.0,0.0,250000.0,125000.0,4.0,1.0,43.0,11.0,8.0,"1,2",1,"6,1,2",3,1.0,1.0,,,,,,,,,,,,,,,36010,36010,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
