,year,target_area,no_of_place,sleepnights,accommodation,number_of_ppl,number_of_children,cost_total_trip,cost_total_per_person,satisfied,sex,age,month,living_area,target_beforesplit,transportation,reason,relationship,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_14,target_15,target_16,target_17,target_area1,target_area2,target_area3,target_area4,target_area5,target_area6,target_area7,target_area8,target_area9,target_area10,target_area11,transportation1,transportation2,transportation3,reason1,reason2,reason3,accommodation_1,accommodation_2,accommodation_3,accommodation_4,accommodation_5,accommodation_6,accommodation_7,accommodation_8,accommodation_9,accommodation_10,accommodation_11,accommodation_12,accommodation_13,accommodation_14
1122,2020.0,35370,1,1,3,4.0,0.0,340000.0,85000.0,4.0,1.0,53.0,4.0,1.0,"1,6",1,"11,2","1,3",1.0,,,,,1.0,,,,,,,,,,,35370,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1123,2020.0,"35020,35020",2,1,2,2.0,0.0,230000.0,115000.0,4.0,1.0,29.0,11.0,1.0,"1,2,6",1,"8,2",3,1.0,1.0,,,,1.0,,,,,,,,,,,35020,35020,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
1124,2020.0,"34060,34060",2,1,3,4.0,0.0,360000.0,90000.0,4.0,2.0,46.0,11.0,1.0,"1,6",1,"11,2",1,1.0,,,,,1.0,,,,,,,,,,,34060,34060,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1125,2020.0,33040,1,0,0,2.0,0.0,140000.0,70000.0,4.0,1.0,38.0,11.0,1.0,"1,6",1,"4,2",3,1.0,,,,,1.0,,,,,,,,,,,33040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,2020.0,33040,1,0,0,4.0,0.0,96000.0,48000.0,4.0,1.0,59.0,5.0,1.0,"1,6",1,"4,11","1,3",1.0,,,,,1.0,,,,,,,,,,,33040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,2020.0,"32030,32030",2,1,3,2.0,0.0,255000.0,127500.0,5.0,2.0,28.0,5.0,1.0,"1,6",1,"2,1",3,1.0,,,,,1.0,,,,,,,,,,,32030,32030,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1128,2020.0,31260,1,0,0,5.0,0.0,150000.0,30000.0,4.0,2.0,57.0,5.0,1.0,"1,6",1,"9,4,5",3,1.0,,,,,1.0,,,,,,,,,,,31260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,2020.0,"31370,31370",2,1,3,2.0,0.0,200000.0,100000.0,4.0,1.0,28.0,5.0,1.0,"1,6",1,"4,2",3,1.0,,,,,1.0,,,,,,,,,,,31370,31370,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1130,2020.0,"39020,39010,39010",3,2,"1,1",2.0,0.0,1510000.0,755000.0,5.0,1.0,38.0,5.0,1.0,"1,2,6","3,8","2,12,1",3,1.0,1.0,,,,1.0,,,,,,,,,,,39020,39010,39010,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1131,2020.0,32010,1,0,0,2.0,0.0,150000.0,75000.0,4.0,1.0,36.0,12.0,1.0,"2,6",1,"8,4",3,,1.0,,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,2020.0,31070,1,0,0,3.0,0.0,150000.0,50000.0,4.0,2.0,42.0,12.0,1.0,"1,6",1,"4,5",3,1.0,,,,,1.0,,,,,,,,,,,31070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,2020.0,"32390,32410",2,1,10,4.0,0.0,440000.0,110000.0,5.0,1.0,25.0,12.0,1.0,"1,6",1,"11,12,1",3,1.0,,,,,1.0,,,,,,,,,,,32390,32410,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
1134,2020.0,"23010,25040",2,"0,1",12,2.0,0.0,102000.0,51000.0,4.0,1.0,28.0,1.0,1.0,"1,2,6",1,"4,2,3",3,1.0,1.0,,,,1.0,,,,,,,,,,,23010,25040,,,,,,,,,,,,,,,,0.0,12.0,,,,,,,,,,,,
1135,2020.0,"31270,21020",2,"0,2",12,2.0,0.0,98000.0,49000.0,4.0,2.0,29.0,1.0,1.0,"6,7",1,"4,8",3,,,,,,1.0,1.0,,,,,,,,,,31270,21020,,,,,,,,,,,,,,,,0.0,12.0,12.0,,,,,,,,,,,
1136,2020.0,31350,1,0,0,3.0,1.0,80001.0,26667.0,4.0,2.0,38.0,6.0,1.0,"1,6",1,"5,4",1,1.0,,,,,1.0,,,,,,,,,,,31350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,2020.0,"37360,37360",2,1,3,4.0,1.0,240000.0,60000.0,4.0,2.0,44.0,6.0,1.0,"1,6",1,"2,1",1,1.0,,,,,1.0,,,,,,,,,,,37360,37360,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1138,2020.0,"36380,36380",2,1,3,4.0,0.0,320000.0,105000.0,5.0,2.0,53.0,6.0,1.0,"1,6",1,"2,12","1,3",1.0,,,,,1.0,,,,,,,,,,,36380,36380,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1139,2020.0,"38390,38390",2,1,3,4.0,0.0,320000.0,80000.0,4.0,2.0,28.0,6.0,1.0,"1,6",1,"2,11",3,1.0,,,,,1.0,,,,,,,,,,,38390,38390,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1140,2020.0,31380,1,0,0,2.0,0.0,90000.0,45000.0,4.0,1.0,28.0,6.0,1.0,"1,6",1,"2,4",3,1.0,,,,,1.0,,,,,,,,,,,31380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,2020.0,23310,1,0,0,2.0,0.0,100000.0,50000.0,4.0,1.0,37.0,6.0,1.0,6,1,"2,4",3,,,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,2020.0,31370,1,0,0,4.0,0.0,35000.0,20000.0,4.0,1.0,51.0,2.0,1.0,"1,6",1,11,3,1.0,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,2020.0,31010,1,0,0,5.0,0.0,29400.0,29400.0,4.0,1.0,23.0,2.0,1.0,"2,6","5,6,2","9,4",3,,1.0,,,,1.0,,,,,,,,,,,31010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,2020.0,31070,1,0,0,4.0,0.0,200000.0,50000.0,4.0,2.0,26.0,2.0,1.0,"2,6",1,"4,14,5",3,,1.0,,,,1.0,,,,,,,,,,,31070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,2020.0,23310,1,0,0,4.0,0.0,160000.0,40000.0,4.0,2.0,46.0,3.0,1.0,"6,7",1,"9,4",3,,,,,,1.0,1.0,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,2020.0,23310,1,0,0,2.0,0.0,85000.0,42500.0,4.0,1.0,52.0,3.0,1.0,"1,6",1,4,1,1.0,,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,2020.0,34010,1,0,0,5.0,0.0,140000.0,28000.0,4.0,1.0,32.0,4.0,1.0,"1,6",1,"4,9",4,1.0,,,,,1.0,,,,,,,,,,,34010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,2020.0,"36010,36010",2,1,3,2.0,0.0,250000.0,125000.0,4.0,1.0,28.0,4.0,1.0,"1,2,6",1,"2,8",3,1.0,1.0,,,,1.0,,,,,,,,,,,36010,36010,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1149,2020.0,31280,1,0,0,4.0,2.0,137000.0,34250.0,4.0,1.0,46.0,5.0,1.0,"1,6",1,"4,2",1,1.0,,,,,1.0,,,,,,,,,,,31280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,2020.0,31210,1,0,0,4.0,0.0,150000.0,37500.0,4.0,2.0,46.0,5.0,1.0,"1,6,12",1,"4,2,10",3,1.0,,,,,1.0,,,,,,1.0,,,,,31210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,2020.0,31220,1,0,0,2.0,0.0,80000.0,40000.0,4.0,2.0,28.0,5.0,1.0,"1,6",1,"4,8,2",3,1.0,,,,,1.0,,,,,,,,,,,31220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,2020.0,31270,1,0,0,5.0,0.0,120000.0,24000.0,4.0,2.0,74.0,5.0,1.0,"1,6",1,"2,4",1,1.0,,,,,1.0,,,,,,,,,,,31270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,2020.0,"34030,34030",2,1,3,2.0,0.0,275000.0,137500.0,4.0,1.0,28.0,5.0,1.0,"1,3,6",1,"2,4",3,1.0,,1.0,,,1.0,,,,,,,,,,,34030,34030,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1154,2020.0,31130,1,0,0,2.0,0.0,120000.0,65000.0,4.0,1.0,34.0,5.0,1.0,"1,6",1,"4,2",3,1.0,,,,,1.0,,,,,,,,,,,31130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,2020.0,31040,1,0,0,2.0,0.0,40000.0,20000.0,4.0,1.0,30.0,6.0,1.0,1,6,"4,2",3,1.0,,,,,,,,,,,,,,,,31040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,2020.0,"32030,32030",2,1,1,2.0,0.0,252000.0,126000.0,4.0,2.0,58.0,6.0,1.0,"1,6",1,"4,5",1,1.0,,,,,1.0,,,,,,,,,,,32030,32030,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1157,2020.0,34030,1,0,0,2.0,0.0,120000.0,60000.0,4.0,1.0,54.0,6.0,1.0,"1,6",1,"11,5",1,1.0,,,,,1.0,,,,,,,,,,,34030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,2020.0,23310,1,0,0,2.0,0.0,52000.0,26000.0,4.0,2.0,24.0,6.0,1.0,1,1,"3,4",3,1.0,,,,,,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,2020.0,"33360,33360",2,1,2,3.0,0.0,215001.0,71667.0,4.0,2.0,47.0,6.0,1.0,1,1,"4,9,2",1,1.0,,,,,,,,,,,,,,,,33360,33360,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
1160,2020.0,"36460,36460",2,1,2,2.0,0.0,315000.0,157500.0,4.0,1.0,37.0,6.0,1.0,"1,6",1,"1,5",1,1.0,,,,,1.0,,,,,,,,,,,36460,36460,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
1161,2020.0,23310,1,0,0,3.0,0.0,157002.0,52334.0,4.0,2.0,70.0,6.0,1.0,"1,6",1,"4,5",1,1.0,,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,2020.0,32030,1,1,4,3.0,0.0,350001.0,116667.0,4.0,1.0,74.0,6.0,1.0,"1,6",1,"4,3",1,1.0,,,,,1.0,,,,,,,,,,,32030,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
1163,2020.0,23310,1,0,0,4.0,0.0,130000.0,45000.0,4.0,1.0,62.0,7.0,1.0,"1,6",1,"4,11","1,3",1.0,,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,2020.0,31380,1,0,0,2.0,0.0,80000.0,40000.0,4.0,1.0,34.0,7.0,1.0,"1,6",1,"4,2",1,1.0,,,,,1.0,,,,,,,,,,,31380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,2020.0,23010,1,0,0,2.0,0.0,50000.0,25000.0,4.0,2.0,27.0,7.0,1.0,"1,6",1,"4,5",3,1.0,,,,,1.0,,,,,,,,,,,23010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,2020.0,"21090,21010,21010",3,2,"3,3",4.0,0.0,850000.0,212500.0,4.0,1.0,29.0,7.0,1.0,"2,6,15",1,"4,2,8",3,,1.0,,,,1.0,,,,,,,,1.0,,,21090,21010,21010,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,
1167,2020.0,31200,1,0,0,4.0,0.0,160000.0,47500.0,4.0,1.0,53.0,7.0,1.0,6,1,"4,5","1,3",,,,,,1.0,,,,,,,,,,,31200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,2020.0,31010,1,0,0,4.0,2.0,150000.0,37500.0,4.0,2.0,45.0,7.0,1.0,"1,6",1,"4,8",1,1.0,,,,,1.0,,,,,,,,,,,31010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,2020.0,"34370,34370",2,1,10,5.0,0.0,370000.0,74000.0,4.0,2.0,53.0,7.0,1.0,"1,6",1,"2,11",3,1.0,,,,,1.0,,,,,,,,,,,34370,34370,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
1170,2020.0,23320,1,0,0,4.0,2.0,200000.0,57500.0,4.0,1.0,43.0,7.0,1.0,"1,2",1,"8,2",1,1.0,1.0,,,,,,,,,,,,,,,23320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,2020.0,31220,1,0,0,2.0,0.0,70000.0,35000.0,4.0,1.0,36.0,7.0,1.0,"1,6",1,4,3,1.0,,,,,1.0,,,,,,,,,,,31220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,2020.0,"39010,39020,39020",3,2,"1,1",4.0,0.0,460000.0,460000.0,5.0,2.0,28.0,7.0,1.0,"1,5,6","5,8,3","2,8,12",3,1.0,,,,1.0,1.0,,,,,,,,,,,39010,39020,39020,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1173,2020.0,31250,1,0,0,2.0,0.0,75000.0,37500.0,4.0,1.0,28.0,7.0,1.0,6,1,"4,5",3,,,,,,1.0,,,,,,,,,,,31250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,2020.0,"31010,32330,32330",3,"0,2",3,3.0,1.0,429999.0,143333.0,4.0,2.0,45.0,7.0,1.0,"1,2,6",1,"2,12,1",1,1.0,1.0,,,,1.0,,,,,,,,,,,31010,32330,32330,,,,,,,,,,,,,,,0.0,3.0,3.0,,,,,,,,,,,
1175,2020.0,"39020,39020,39020",3,2,"1,1",3.0,0.0,2507997.0,835999.0,5.0,1.0,61.0,8.0,1.0,"1,2,6","3,8,4","1,12,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,39020,39020,39020,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1176,2020.0,"39020,39020",2,2,"3,3",3.0,1.0,1600002.0,538334.0,5.0,2.0,31.0,8.0,1.0,"1,2,6","3,8","1,2,8",1,1.0,1.0,,,,1.0,,,,,,,,,,,39020,39020,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,
1177,2020.0,34050,1,2,6,3.0,0.0,159999.0,53333.0,4.0,1.0,63.0,9.0,1.0,"1,6",1,"4,11,1",1,1.0,,,,,1.0,,,,,,,,,,,34050,,,,,,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,
1178,2020.0,"36010,36010",2,1,3,3.0,0.0,496002.0,165334.0,5.0,1.0,48.0,10.0,1.0,"1,2,4,6",1,"1,8,2","1,2",1.0,1.0,,1.0,,1.0,,,,,,,,,,,36010,36010,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1179,2020.0,31100,1,0,0,4.0,1.0,230000.0,57500.0,5.0,2.0,46.0,10.0,1.0,"6,17",1,"11,1",1,,,,,,1.0,,,,,,,,,,1.0,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,2020.0,"39010,39020,39020,39020",4,3,"4,4,4",4.0,0.0,1400000.0,350000.0,5.0,2.0,51.0,10.0,1.0,"1,6","3,8","12,13,10",1,1.0,,,,,1.0,,,,,,,,,,,39010,39020,39020,39020,,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,
1181,2020.0,32060,1,1,3,2.0,0.0,299500.0,142250.0,4.0,1.0,45.0,11.0,1.0,"1,4,6",1,"2,6,1",1,1.0,,,1.0,,1.0,,,,,,,,,,,32060,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1182,2020.0,31230,1,0,0,2.0,0.0,38000.0,19000.0,3.0,1.0,56.0,12.0,1.0,"1,2",6,"5,9,8",1,1.0,1.0,,,,,,,,,,,,,,,31230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,2020.0,"35310,35310",2,2,3,3.0,0.0,418998.0,139666.0,4.0,2.0,55.0,1.0,1.0,"1,2,4,6",1,"1,14,11","1,3",1.0,1.0,,1.0,,1.0,,,,,,,,,,,35310,35310,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,
1184,2020.0,31270,1,0,0,7.0,0.0,170003.0,41429.0,4.0,1.0,47.0,1.0,1.0,"1,2",8,"4,2,1",5,1.0,1.0,,,,,,,,,,,,,,,31270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,2020.0,31230,1,0,0,5.0,1.0,155000.0,31000.0,4.0,1.0,35.0,1.0,1.0,"1,2",1,"1,2","1,2",1.0,1.0,,,,,,,,,,,,,,,31230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,2020.0,31100,1,0,0,3.0,0.0,95001.0,31667.0,4.0,2.0,56.0,1.0,1.0,"1,2",1,"4,8,2",1,1.0,1.0,,,,,,,,,,,,,,,31100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,2020.0,32350,1,2,4,4.0,0.0,680000.0,245000.0,5.0,2.0,27.0,1.0,1.0,"1,3,6",1,"1,2,10",5,1.0,,1.0,,,1.0,,,,,,,,,,,32350,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,
1188,2020.0,34380,1,1,3,2.0,0.0,208000.0,104000.0,4.0,1.0,53.0,1.0,1.0,"1,2,9",1,"2,1,6",1,1.0,1.0,,,,,,,1.0,,,,,,,,34380,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1189,2020.0,32030,1,1,2,3.0,0.0,342003.0,114001.0,4.0,2.0,48.0,2.0,1.0,"1,6",1,"11,2,3",1,1.0,,,,,1.0,,,,,,,,,,,32030,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
1190,2020.0,31270,1,2,12,2.0,0.0,170001.0,74167.0,4.0,1.0,74.0,2.0,1.0,"1,6",1,"3,11",1,1.0,,,,,1.0,,,,,,,,,,,31270,,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,,,
1191,2020.0,26010,1,1,2,2.0,0.0,190000.0,125000.0,4.0,1.0,19.0,2.0,1.0,"1,6",2,"5,1,3",3,1.0,,,,,1.0,,,,,,,,,,,26010,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
1192,2020.0,31370,1,0,0,2.0,0.0,79000.0,39500.0,4.0,1.0,28.0,2.0,1.0,"1,2,5,6",1,"4,1,14",3,1.0,1.0,,,1.0,1.0,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,2020.0,34380,1,1,3,4.0,0.0,350000.0,87500.0,4.0,1.0,48.0,4.0,1.0,1,1,"1,9,5",1,1.0,,,,,,,,,,,,,,,,34380,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1194,2020.0,32010,1,0,0,2.0,0.0,105000.0,52500.0,4.0,2.0,58.0,4.0,1.0,"1,6",1,"5,4",1,1.0,,,,,1.0,,,,,,,,,,,32010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,2020.0,33380,1,1,1,4.0,0.0,360000.0,90000.0,4.0,2.0,48.0,4.0,1.0,"1,6",1,"4,5,2",1,1.0,,,,,1.0,,,,,,,,,,,33380,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1196,2020.0,"32030,32030,32030",3,2,"3,4",3.0,0.0,435003.0,145001.0,4.0,1.0,28.0,5.0,1.0,1,1,"5,9",3,1.0,,,,,,,,,,,,,,,,32030,32030,32030,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,
1197,2020.0,"32030,32030",2,1,2,2.0,0.0,215000.0,107500.0,3.0,1.0,58.0,5.0,1.0,"1,6",1,"5,2",1,1.0,,,,,1.0,,,,,,,,,,,32030,32030,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
1198,2020.0,"32330,32050,32050",3,2,"10,10",1.0,,152000.0,152000.0,5.0,2.0,27.0,3.0,1.0,"1,2,6","6,2","1,2,4",,1.0,1.0,,,,1.0,,,,,,,,,,,32330,32050,32050,,,,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,
1199,2020.0,"39010,39010,39010,39010",4,3,"1,1,1",2.0,0.0,850000.0,425000.0,5.0,1.0,56.0,7.0,1.0,"1,6","8,3","5,1",1,1.0,,,,,1.0,,,,,,,,,,,39010,39010,39010,39010,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
1200,2020.0,32060,1,1,4,4.0,1.0,620000.0,155000.0,5.0,2.0,45.0,7.0,1.0,"1,6",1,"11,12",1,1.0,,,,,1.0,,,,,,,,,,,32060,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
1201,2020.0,"31370,31370",2,1,3,3.0,0.0,499998.0,166666.0,4.0,1.0,23.0,8.0,1.0,"1,6",1,"4,5,6",3,1.0,,,,,1.0,,,,,,,,,,,31370,31370,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1202,2020.0,"32070,32070,32070",3,2,"3,3",4.0,0.0,490000.0,122500.0,4.0,1.0,47.0,8.0,1.0,"1,6",1,"4,5",1,1.0,,,,,1.0,,,,,,,,,,,32070,32070,32070,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,
1203,2020.0,34080,1,0,0,2.0,0.0,74000.0,37000.0,4.0,2.0,25.0,8.0,1.0,"1,6",1,"4,3,2",3,1.0,,,,,1.0,,,,,,,,,,,34080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,2020.0,31240,1,0,0,3.0,1.0,60000.0,20000.0,4.0,2.0,37.0,8.0,1.0,"1,6",1,"2,4,5",1,1.0,,,,,1.0,,,,,,,,,,,31240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,2020.0,34010,1,0,0,3.0,1.0,99999.0,33333.0,4.0,2.0,51.0,8.0,1.0,"1,6",1,4,1,1.0,,,,,1.0,,,,,,,,,,,34010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,2020.0,"31090,31090",2,1,3,11.0,5.0,510004.0,46364.0,4.0,2.0,32.0,8.0,1.0,"1,6",1,"4,2,5",1,1.0,,,,,1.0,,,,,,,,,,,31090,31090,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1207,2020.0,34380,1,2,3,5.0,0.0,740000.0,148000.0,4.0,1.0,58.0,8.0,1.0,"1,6",1,"4,5",3,1.0,,,,,1.0,,,,,,,,,,,34380,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,
1208,2020.0,32010,1,0,0,3.0,1.0,190002.0,63334.0,5.0,2.0,33.0,9.0,1.0,"1,4,6",1,"2,8",1,1.0,,,1.0,,1.0,,,,,,,,,,,32010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,2020.0,31380,1,0,0,2.0,0.0,100000.0,50000.0,5.0,1.0,36.0,9.0,1.0,"1,6",1,"14,12",3,1.0,,,,,1.0,,,,,,,,,,,31380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,2020.0,"32340,32340,32340,23310,23310",5,"2,1","4,4,3",4.0,2.0,408000.0,102000.0,5.0,2.0,42.0,5.0,1.0,"1,2,4,6",1,"1,4,2",1,1.0,1.0,,1.0,,1.0,,,,,,,,,,,32340,32340,32340,23310,23310,,,,,,,,,,,,,4.0,4.0,4.0,,,,,,,,,,,
1211,2020.0,31370,1,1,3,4.0,0.0,300000.0,75000.0,5.0,1.0,20.0,5.0,1.0,"1,6",1,"1,3,14",3,1.0,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1212,2020.0,"39010,39020,39010,39020",4,3,"3,3,3",4.0,0.0,2410000.0,602500.0,4.0,2.0,57.0,5.0,1.0,"1,2,5,6","8,3","1,2,11",1,1.0,1.0,,,1.0,1.0,,,,,,,,,,,39010,39020,39010,39020,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,
1213,2020.0,"37410,37410",2,2,"12,12",4.0,0.0,175000.0,41500.0,4.0,1.0,69.0,10.0,1.0,"2,6",1,"14,11,8",1,,1.0,,,,1.0,,,,,,,,,,,37410,37410,,,,,,,,,,,,,,,,12.0,12.0,,,,,,,,,,,,
1214,2020.0,34060,1,0,0,4.0,0.0,185000.0,46250.0,4.0,2.0,48.0,10.0,1.0,"1,3",1,"11,3,14",3,1.0,,1.0,,,,,,,,,,,,,,34060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,2020.0,"25040,21040,21090,35020,35020",5,"2,1","2,3,2",1.0,,145000.0,145000.0,4.0,1.0,56.0,6.0,1.0,"1,3,6",9,"8,1,4",,1.0,,1.0,,,1.0,,,,,,,,,,,25040,21040,21090,35020,35020,,,,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,,
1216,2020.0,"32360,32030",2,1,3,4.0,0.0,140000.0,140000.0,5.0,1.0,33.0,7.0,1.0,"1,6,17",1,"8,12,5",3,1.0,,,,,1.0,,,,,,,,,,1.0,32360,32030,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
1217,2020.0,"39010,39010,39020",3,2,"1,1",2.0,0.0,950000.0,475000.0,4.0,2.0,43.0,7.0,1.0,"1,4,6","3,8","6,11,1",3,1.0,,,1.0,,1.0,,,,,,,,,,,39010,39010,39020,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
1218,2020.0,"23060,23060",2,0,0,4.0,0.0,692000.0,175500.0,5.0,1.0,26.0,1.0,1.0,"2,4,17","10,5,2","8,1,11",3,,1.0,,1.0,,,,,,,,,,,,1.0,23060,23060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,2020.0,23310,1,0,0,4.0,0.0,200000.0,50000.0,5.0,2.0,50.0,9.0,1.0,"1,2,6",1,"2,4,1",1,1.0,1.0,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,2020.0,31370,1,0,0,3.0,0.0,160002.0,53334.0,5.0,2.0,62.0,9.0,1.0,"1,6",1,"1,4,2",3,1.0,,,,,1.0,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,2020.0,31370,1,0,0,3.0,0.0,165000.0,55000.0,4.0,2.0,27.0,4.0,1.0,5,1,"4,1",1,,,,,1.0,,,,,,,,,,,,31370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,2020.0,23320,1,0,0,2.0,0.0,190000.0,120000.0,5.0,1.0,44.0,4.0,1.0,1,"1,4","14,1",4,1.0,,,,,,,,,,,,,,,,23320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,2020.0,23310,1,0,0,3.0,1.0,155001.0,51667.0,5.0,2.0,41.0,4.0,1.0,"1,6",1,"4,8,2",1,1.0,,,,,1.0,,,,,,,,,,,23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,2020.0,31190,1,0,0,2.0,0.0,90000.0,70000.0,5.0,1.0,24.0,5.0,1.0,"5,6",1,"2,1",3,,,,,1.0,1.0,,,,,,,,,,,31190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
