,sex,age,area,q1,q3,q6,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,target_q7
111,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,1.0,해수욕장이나 바다
112,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,6.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
113,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0,4.0,"강이나 계곡, 유원지 등"
114,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
115,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,온천 휴양지
116,2.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,문화유적지
117,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
118,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,1.0,5.0,1.0,해수욕장이나 바다
119,2.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,6.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,9.0,기타
120,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
121,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
122,2.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,6.0,2.0,2.0,2.0,3.0,6.0,2.0,1.0,2.0,5.0,4.0,기타
123,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,9.0,"강이나 계곡, 유원지 등"
124,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
125,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,"강이나 계곡, 유원지 등"
126,1.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,6.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
127,1.0,4.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,산이나 국립공원
128,2.0,3.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,3.0,1.0,5.0,1.0,3.0,6.0,1.0,1.0,1.0,5.0,1.0,산이나 국립공원
129,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,4.0,1.0,5.0,2.0,1.0,5.0,5.0,1.0,해수욕장이나 바다
130,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,해수욕장이나 바다
131,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,6.0,3.0,1.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
132,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,3.0,4.0,1.0,2.0,6.0,3.0,2.0,1.0,4.0,1.0,"강이나 계곡, 유원지 등"
133,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
134,2.0,3.0,5.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,6.0,2.0,1.0,2.0,2.0,1.0,해수욕장이나 바다
135,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,1.0,3.0,2.0,2.0,1.0,6.0,6.0,1.0,"강이나 계곡, 유원지 등"
136,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,6.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,산이나 국립공원
137,1.0,3.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,기타
138,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,해수욕장이나 바다
139,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,6.0,1.0,1.0,"강이나 계곡, 유원지 등"
140,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,해수욕장이나 바다
141,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
142,1.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,해수욕장이나 바다
143,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,해수욕장이나 바다
144,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,5.0,3.0,"강이나 계곡, 유원지 등"
145,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
146,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
147,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
148,1.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,"강이나 계곡, 유원지 등"
149,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
150,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,5.0,3.0,4.0,2.0,1.0,1.0,5.0,4.0,기타
151,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,산이나 국립공원
152,2.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,6.0,2.0,1.0,2.0,5.0,2.0,해수욕장이나 바다
153,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,"강이나 계곡, 유원지 등"
154,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,"강이나 계곡, 유원지 등"
155,1.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,1.0,5.0,1.0,해수욕장이나 바다
156,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
157,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
158,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,9.0,"강이나 계곡, 유원지 등"
159,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
160,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,6.0,5.0,1.0,"강이나 계곡, 유원지 등"
161,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,해수욕장이나 바다
162,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,해수욕장이나 바다
163,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,4.0,기타
164,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
165,2.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,6.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
166,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,산이나 국립공원
167,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,5.0,5.0,3.0,"강이나 계곡, 유원지 등"
168,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,6.0,1.0,"강이나 계곡, 유원지 등"
169,1.0,3.0,2.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,5.0,1.0,기타
170,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,산이나 국립공원
171,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
172,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,5.0,1.0,1.0,5.0,3.0,1.0,4.0,5.0,4.0,해수욕장이나 바다
173,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,5.0,1.0,기타
174,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,2.0,"강이나 계곡, 유원지 등"
175,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,7.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
176,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,6.0,1.0,산이나 국립공원
177,2.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,문화유적지
178,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,"강이나 계곡, 유원지 등"
179,2.0,3.0,2.0,1.0,1.0,1.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
180,2.0,3.0,4.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,7.0,4.0,"강이나 계곡, 유원지 등"
181,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,6.0,1.0,해수욕장이나 바다
182,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
183,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,해수욕장이나 바다
184,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
185,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,"강이나 계곡, 유원지 등"
186,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,6.0,3.0,"강이나 계곡, 유원지 등"
187,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,6.0,3.0,1.0,1.0,2.0,3.0,산이나 국립공원
188,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,6.0,3.0,1.0,해수욕장이나 바다
189,2.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,"강이나 계곡, 유원지 등"
190,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,2.0,해수욕장이나 바다
191,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,6.0,4.0,해수욕장이나 바다
192,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
193,1.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,7.0,1.0,문화유적지
194,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,6.0,4.0,문화유적지
195,1.0,3.0,6.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,해수욕장이나 바다
196,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
197,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,8.0,해수욕장이나 바다
198,1.0,3.0,6.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,해수욕장이나 바다
199,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
200,2.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,온천 휴양지
201,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,6.0,1.0,2.0,6.0,2.0,1.0,2.0,5.0,1.0,기타
202,1.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,9.0,산이나 국립공원
203,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,4.0,"강이나 계곡, 유원지 등"
204,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,6.0,1.0,2.0,5.0,5.0,1.0,산이나 국립공원
205,2.0,4.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
206,1.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,9.0,"강이나 계곡, 유원지 등"
207,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,8.0,해수욕장이나 바다
208,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,6.0,2.0,1.0,2.0,5.0,4.0,해수욕장이나 바다
209,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
210,2.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
211,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,해수욕장이나 바다
212,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,5.0,1.0,2.0,6.0,2.0,2.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
213,2.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,3.0,1.0,2.0,6.0,2.0,2.0,2.0,1.0,4.0,"강이나 계곡, 유원지 등"
214,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,6.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,해수욕장이나 바다
215,2.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,해수욕장이나 바다
216,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,3.0,"강이나 계곡, 유원지 등"
217,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,온천 휴양지
218,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,해수욕장이나 바다
219,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,해수욕장이나 바다
220,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,6.0,1.0,"강이나 계곡, 유원지 등"
221,2.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,6.0,2.0,5.0,1.0,4.0,6.0,3.0,2.0,4.0,3.0,2.0,기타
222,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,문화유적지
223,2.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,해수욕장이나 바다
224,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,"강이나 계곡, 유원지 등"
225,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,해수욕장이나 바다
226,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,해수욕장이나 바다
227,1.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,6.0,5.0,1.0,해수욕장이나 바다
228,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,6.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,문화유적지
229,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,6.0,5.0,4.0,해수욕장이나 바다
230,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,해수욕장이나 바다
231,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,7.0,2.0,3.0,2.0,5.0,1.0,산이나 국립공원
232,2.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,해수욕장이나 바다
233,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,해수욕장이나 바다
234,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,해수욕장이나 바다
235,2.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,5.0,9.0,"강이나 계곡, 유원지 등"
236,1.0,3.0,4.0,1.0,1.0,1.0,4.0,6.0,3.0,4.0,2.0,6.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,4.0,"강이나 계곡, 유원지 등"
237,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,3.0,3.0,6.0,1.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
238,2.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,6.0,2.0,3.0,4.0,6.0,4.0,"강이나 계곡, 유원지 등"
239,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,9.0,해수욕장이나 바다
240,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,3.0,6.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
241,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,7.0,4.0,3.0,6.0,3.0,1.0,1.0,1.0,4.0,기타
242,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
243,2.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,"강이나 계곡, 유원지 등"
244,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,6.0,1.0,"강이나 계곡, 유원지 등"
245,1.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,해수욕장이나 바다
246,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,9.0,해수욕장이나 바다
247,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,"강이나 계곡, 유원지 등"
248,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,7.0,1.0,"강이나 계곡, 유원지 등"
249,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,온천 휴양지
250,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,1.0,1.0,1.0,3.0,4.0,"강이나 계곡, 유원지 등"
251,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,8.0,"강이나 계곡, 유원지 등"
252,2.0,5.0,7.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,1.0,2.0,5.0,2.0,1.0,4.0,3.0,4.0,"강이나 계곡, 유원지 등"
253,2.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,해수욕장이나 바다
254,1.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,기타
255,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,6.0,2.0,2.0,2.0,5.0,1.0,산이나 국립공원
256,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,6.0,3.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
257,1.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,기타
