,sex,age,area,q1,q3,q6,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,target_q7
1414,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0,4.0,1.0,"강이나 계곡, 유원지 등"
1415,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,4.0,6.0,5.0,3.0,"강이나 계곡, 유원지 등"
1416,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,5.0,5.0,2.0,기타
1417,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
1418,2.0,3.0,3.0,1.0,1.0,1.0,6.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,6.0,1.0,기타
1419,1.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,"강이나 계곡, 유원지 등"
1420,1.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,"강이나 계곡, 유원지 등"
1421,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
1422,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,"강이나 계곡, 유원지 등"
1423,2.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,6.0,1.0,"강이나 계곡, 유원지 등"
1424,2.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,9.0,해수욕장이나 바다
1425,2.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,3.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,5.0,9.0,기타
1426,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,6.0,3.0,해수욕장이나 바다
1427,2.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
1428,2.0,2.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,해수욕장이나 바다
1429,1.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,5.0,9.0,"강이나 계곡, 유원지 등"
1430,2.0,3.0,6.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,6.0,3.0,1.0,2.0,6.0,4.0,기타
1431,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,7.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
1432,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,"강이나 계곡, 유원지 등"
1433,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,3.0,"강이나 계곡, 유원지 등"
1434,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
1435,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,해수욕장이나 바다
1436,2.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,9.0,산이나 국립공원
1437,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,"강이나 계곡, 유원지 등"
1438,2.0,3.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,7.0,1.0,2.0,6.0,2.0,1.0,6.0,1.0,1.0,"강이나 계곡, 유원지 등"
1439,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,6.0,2.0,2.0,1.0,5.0,9.0,문화유적지
1440,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,문화유적지
1441,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
1442,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,"강이나 계곡, 유원지 등"
1443,2.0,3.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,6.0,해수욕장이나 바다
1444,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
1445,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,9.0,해수욕장이나 바다
1446,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,6.0,3.0,2.0,4.0,5.0,1.0,"강이나 계곡, 유원지 등"
1447,2.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,"강이나 계곡, 유원지 등"
1448,1.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
1449,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
1450,2.0,2.0,7.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,6.0,5.0,4.0,산이나 국립공원
1451,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,6.0,1.0,해수욕장이나 바다
1452,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,기타
1453,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,7.0,5.0,1.0,"강이나 계곡, 유원지 등"
1454,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
1455,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,해수욕장이나 바다
1456,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,산이나 국립공원
1457,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
1458,1.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,6.0,8.0,해수욕장이나 바다
1459,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,6.0,1.0,3.0,1.0,5.0,1.0,해수욕장이나 바다
1460,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,해수욕장이나 바다
1461,2.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,6.0,"강이나 계곡, 유원지 등"
1462,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
1463,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
1464,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
1465,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
1466,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,"강이나 계곡, 유원지 등"
1467,2.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,6.0,1.0,해수욕장이나 바다
1468,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,해수욕장이나 바다
1469,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,9.0,해수욕장이나 바다
1470,2.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,6.0,5.0,기타
1471,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,6.0,3.0,1.0,2.0,3.0,4.0,"강이나 계곡, 유원지 등"
1472,2.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,해수욕장이나 바다
1473,2.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,6.0,3.0,3.0,2.0,1.0,9.0,기타
1474,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,6.0,3.0,2.0,1.0,6.0,2.0,해수욕장이나 바다
1475,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,5.0,4.0,"강이나 계곡, 유원지 등"
1476,2.0,2.0,7.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,해수욕장이나 바다
1477,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,6.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,6.0,해수욕장이나 바다
1478,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,7.0,4.0,해수욕장이나 바다
1479,1.0,4.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,3.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,해수욕장이나 바다
1480,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,4.0,산이나 국립공원
1481,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,5.0,1.0,2.0,6.0,2.0,2.0,2.0,5.0,9.0,"강이나 계곡, 유원지 등"
1482,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,"강이나 계곡, 유원지 등"
1483,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,해수욕장이나 바다
1484,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,해수욕장이나 바다
1485,2.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,해수욕장이나 바다
1486,2.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,해수욕장이나 바다
1487,2.0,2.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,1.0,"강이나 계곡, 유원지 등"
1488,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,3.0,6.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,문화유적지
1489,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,5.0,2.0,1.0,2.0,5.0,9.0,해수욕장이나 바다
1490,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,6.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,"강이나 계곡, 유원지 등"
1491,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,해수욕장이나 바다
1492,1.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
1493,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,4.0,4.0,해수욕장이나 바다
1494,1.0,5.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,해수욕장이나 바다
1495,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,5.0,1.0,"강이나 계곡, 유원지 등"
1496,2.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,기타
1497,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,산이나 국립공원
1498,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,기타
1499,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,5.0,1.0,해수욕장이나 바다
1500,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
1501,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,6.0,4.0,해수욕장이나 바다
1502,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,해수욕장이나 바다
1503,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,6.0,5.0,4.0,"강이나 계곡, 유원지 등"
1504,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,6.0,1.0,"강이나 계곡, 유원지 등"
1505,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,6.0,1.0,해수욕장이나 바다
1506,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,2.0,산이나 국립공원
1507,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
1508,2.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,기타
1509,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,산이나 국립공원
1510,1.0,4.0,6.0,1.0,1.0,1.0,2.0,6.0,2.0,5.0,2.0,3.0,1.0,2.0,6.0,2.0,1.0,1.0,5.0,1.0,해수욕장이나 바다
1511,1.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,기타
1512,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,"강이나 계곡, 유원지 등"
1513,1.0,3.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,2.0,3.0,2.0,5.0,1.0,"강이나 계곡, 유원지 등"
1514,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,산이나 국립공원
1515,1.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
1516,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,9.0,산이나 국립공원
1517,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,문화유적지
1518,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,6.0,4.0,4.0,해수욕장이나 바다
1519,1.0,5.0,6.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,6.0,1.0,1.0,1.0,5.0,4.0,산이나 국립공원
1520,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,4.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,5.0,문화유적지
1521,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,4.0,해수욕장이나 바다
1522,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,5.0,1.0,해수욕장이나 바다
1523,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,산이나 국립공원
1524,2.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,6.0,3.0,1.0,1.0,5.0,9.0,해수욕장이나 바다
1525,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0,6.0,7.0,2.0,"강이나 계곡, 유원지 등"
1526,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,6.0,1.0,2.0,3.0,2.0,3.0,4.0,5.0,1.0,산이나 국립공원
1527,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,6.0,3.0,3.0,"강이나 계곡, 유원지 등"
1528,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,"강이나 계곡, 유원지 등"
1529,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,해수욕장이나 바다
1530,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,5.0,4.0,기타
1531,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,"강이나 계곡, 유원지 등"
1532,2.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,문화유적지
1533,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,7.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,문화유적지
1534,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,3.0,2.0,6.0,3.0,2.0,5.0,5.0,6.0,기타
1535,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,7.0,2.0,2.0,1.0,6.0,1.0,온천 휴양지
1536,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,"강이나 계곡, 유원지 등"
1537,1.0,4.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,산이나 국립공원
1538,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,5.0,1.0,해수욕장이나 바다
1539,1.0,2.0,6.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,4.0,1.0,"강이나 계곡, 유원지 등"
1540,2.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,6.0,1.0,1.0,6.0,1.0,4.0,문화유적지
1541,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,해수욕장이나 바다
1542,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,"강이나 계곡, 유원지 등"
1543,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,"강이나 계곡, 유원지 등"
1544,2.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,6.0,1.0,해수욕장이나 바다
1545,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,"강이나 계곡, 유원지 등"
1546,2.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,산이나 국립공원
1547,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,해수욕장이나 바다
1548,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,3.0,4.0,1.0,2.0,6.0,2.0,2.0,4.0,5.0,4.0,문화유적지
1549,1.0,4.0,3.0,1.0,1.0,1.0,6.0,4.0,2.0,6.0,3.0,6.0,1.0,3.0,1.0,2.0,1.0,2.0,7.0,8.0,기타
1550,1.0,5.0,7.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,문화유적지
1551,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,해수욕장이나 바다
1552,1.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,6.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,6.0,"강이나 계곡, 유원지 등"
1553,1.0,4.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,"강이나 계곡, 유원지 등"
1554,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,2.0,6.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,해수욕장이나 바다
1555,1.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,5.0,"강이나 계곡, 유원지 등"
1556,2.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,9.0,문화유적지
1557,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,"강이나 계곡, 유원지 등"
1558,2.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,5.0,1.0,3.0,6.0,2.0,1.0,5.0,1.0,1.0,해수욕장이나 바다
1559,2.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,해수욕장이나 바다
